epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.32825,3.66617,5.26456,3.22531,1e-05,0.00211,1e-05,0,3.81431,4.86647,3.47896,8.33e-06,8.33e-06,8.33e-06
2,5.10854,3.55067,5.11729,3.16222,2e-05,0.0025,1e-05,0,3.79707,4.91402,3.47272,1.74966e-05,1.74966e-05,1.74966e-05
3,7.12557,3.55457,5.06454,3.12913,2e-05,0.00299,2e-05,1e-05,3.79056,5.29412,3.48935,2.62861e-05,2.62861e-05,2.62861e-05
4,9.31359,3.48544,5.02071,3.04235,2e-05,0.00305,3e-05,1e-05,3.77384,5.29815,3.51044,3.46987e-05,3.46987e-05,3.46987e-05
5,11.4524,3.3344,4.90745,2.9294,2e-05,0.00311,3e-05,1e-05,3.75077,5.283,3.51646,4.27343e-05,4.27343e-05,4.27343e-05
6,13.8759,3.21661,4.84337,2.82475,2e-05,0.00372,3e-05,1e-05,3.73206,5.22973,3.50688,5.03929e-05,5.03929e-05,5.03929e-05
7,16.0884,3.13165,4.63463,2.74614,2e-05,0.00333,3e-05,1e-05,3.73754,5.13513,3.48953,5.76745e-05,5.76745e-05,5.76745e-05
8,18.1459,3.03316,4.6608,2.69143,2e-05,0.00316,3e-05,1e-05,3.77048,4.88923,3.47205,6.45792e-05,6.45792e-05,6.45792e-05
9,20.229,3.01895,4.70337,2.67517,2e-05,0.00294,3e-05,1e-05,3.7956,4.71728,3.45889,7.11068e-05,7.11068e-05,7.11068e-05
10,22.4775,2.85068,4.59619,2.6053,2e-05,0.00277,3e-05,1e-05,3.7999,4.69026,3.44606,7.72574e-05,7.72574e-05,7.72574e-05
11,24.8161,2.75681,4.58572,2.51298,2e-05,0.00277,4e-05,1e-05,3.79236,4.68445,3.42562,8.30311e-05,8.30311e-05,8.30311e-05
12,26.9283,2.71243,4.67605,2.49635,2e-05,0.00283,3e-05,1e-05,3.79098,4.68248,3.41411,8.84277e-05,8.84277e-05,8.84277e-05
13,29.1955,2.60763,4.56842,2.44245,2e-05,0.00299,4e-05,1e-05,3.78068,4.66967,3.39948,9.07256e-05,9.07256e-05,9.07256e-05
14,31.2534,2.63671,4.53538,2.41611,2e-05,0.00311,5e-05,1e-05,3.75228,4.6571,3.38834,8.83694e-05,8.83694e-05,8.83694e-05
15,33.479,2.5848,4.52543,2.36145,5e-05,0.0043,0.00013,3e-05,3.7398,4.63816,3.37789,8.60132e-05,8.60132e-05,8.60132e-05
16,35.6909,2.47789,4.47045,2.34741,4e-05,0.00452,0.00022,5e-05,3.71754,4.61485,3.3647,8.3657e-05,8.3657e-05,8.3657e-05
17,37.811,2.40792,4.44418,2.26866,7e-05,0.00766,0.00021,6e-05,3.68191,4.60736,3.35105,8.13008e-05,8.13008e-05,8.13008e-05
18,40.1019,2.44426,4.37982,2.29491,0.00012,0.01016,0.00067,0.00012,3.6489,4.58087,3.32492,7.89446e-05,7.89446e-05,7.89446e-05
19,42.1301,2.43235,4.35372,2.28153,0.00017,0.01033,0.00139,0.00023,3.60896,4.55924,3.29944,7.65884e-05,7.65884e-05,7.65884e-05
20,44.2261,2.38975,4.26854,2.23027,0.00014,0.01016,0.00103,0.00024,3.57474,4.54046,3.2871,7.42322e-05,7.42322e-05,7.42322e-05
21,46.2003,2.35766,4.32858,2.22223,0.00013,0.01135,0.0011,0.00025,3.54033,4.52899,3.27053,7.1876e-05,7.1876e-05,7.1876e-05
22,48.165,2.31164,4.36032,2.21658,9e-05,0.01135,0.00154,0.00028,3.50425,4.5079,3.23592,6.95198e-05,6.95198e-05,6.95198e-05
23,50.2162,2.34677,4.25026,2.21583,9e-05,0.01244,0.00305,0.00047,3.42661,4.47384,3.1701,6.71636e-05,6.71636e-05,6.71636e-05
24,52.3556,2.29788,4.23288,2.17054,0.01065,0.01495,0.01088,0.0032,3.32838,4.43949,3.08874,6.48074e-05,6.48074e-05,6.48074e-05
25,54.4445,2.29424,4.21785,2.19128,0.00925,0.02016,0.01023,0.00349,3.20053,4.38058,2.9698,6.24512e-05,6.24512e-05,6.24512e-05
26,56.6006,2.24388,4.2446,2.15771,0.00738,0.02205,0.01054,0.00384,3.02789,4.2941,2.80878,6.0095e-05,6.0095e-05,6.0095e-05
27,58.6557,2.25575,4.06475,2.11871,0.00319,0.02477,0.00804,0.00342,2.88807,4.24105,2.68595,5.77388e-05,5.77388e-05,5.77388e-05
28,60.714,2.23648,4.10753,2.126,0.00551,0.03038,0.00884,0.00379,2.68663,4.16273,2.5498,5.53826e-05,5.53826e-05,5.53826e-05
29,62.73,2.20718,4.0962,2.10002,0.02104,0.04601,0.02154,0.01033,2.53107,4.08094,2.45302,5.30264e-05,5.30264e-05,5.30264e-05
30,64.777,2.23919,4.15076,2.12292,0.01881,0.04596,0.02232,0.01043,2.44072,4.01375,2.39434,5.06702e-05,5.06702e-05,5.06702e-05
31,66.6631,2.22025,4.07233,2.1246,0.03869,0.05081,0.03489,0.02108,2.33381,3.94319,2.30443,4.8314e-05,4.8314e-05,4.8314e-05
32,68.4601,2.16067,4.06788,2.0875,0.0459,0.05881,0.04778,0.02905,2.28139,3.87774,2.2359,4.59578e-05,4.59578e-05,4.59578e-05
33,70.369,2.14824,4.0357,2.0473,0.03307,0.06561,0.04219,0.02376,2.25031,3.82169,2.19269,4.36016e-05,4.36016e-05,4.36016e-05
34,72.3024,2.18342,4.02301,2.0875,0.04262,0.07161,0.05051,0.02523,2.30622,3.81536,2.224,4.12454e-05,4.12454e-05,4.12454e-05
35,74.416,2.1785,4.0462,2.09025,0.04272,0.09027,0.05791,0.03739,2.25914,3.78389,2.20094,3.88892e-05,3.88892e-05,3.88892e-05
36,76.5551,2.11784,4.00746,2.07226,0.04691,0.1012,0.06703,0.04534,2.2152,3.74601,2.1912,3.6533e-05,3.6533e-05,3.6533e-05
37,78.5935,2.09662,3.96484,2.05176,0.05042,0.11225,0.0744,0.05103,2.18714,3.72005,2.17832,3.41768e-05,3.41768e-05,3.41768e-05
38,80.6252,2.14483,4.01564,2.04921,0.06068,0.11511,0.08343,0.0575,2.12917,3.66328,2.13215,3.18206e-05,3.18206e-05,3.18206e-05
39,82.5596,2.07251,3.96924,2.01976,0.05401,0.10753,0.0754,0.0532,2.14957,3.65806,2.12794,2.94644e-05,2.94644e-05,2.94644e-05
40,84.4053,2.14799,3.94142,2.07821,0.05556,0.10482,0.073,0.052,2.14527,3.62756,2.11345,2.71082e-05,2.71082e-05,2.71082e-05
41,87.7658,2.15561,4.33627,2.05393,0.06611,0.12021,0.08617,0.0616,2.06513,3.57346,2.07403,2.4752e-05,2.4752e-05,2.4752e-05
42,89.7186,2.18423,4.30381,2.04191,0.04542,0.13846,0.07386,0.05253,2.07597,3.5954,2.08052,2.23958e-05,2.23958e-05,2.23958e-05
43,91.7114,2.18164,4.32485,2.06699,0.04408,0.14178,0.07258,0.05189,2.08102,3.60437,2.0694,2.00396e-05,2.00396e-05,2.00396e-05
44,93.5316,2.15092,4.23835,2.06737,0.04408,0.15099,0.08218,0.0565,2.06914,3.55576,2.03853,1.76834e-05,1.76834e-05,1.76834e-05
45,95.4094,2.14538,4.30653,2.01199,0.04722,0.14383,0.0879,0.05834,2.06977,3.52712,2.01098,1.53272e-05,1.53272e-05,1.53272e-05
46,97.2585,2.16554,4.23214,2.0227,0.0449,0.14476,0.08856,0.05867,2.07514,3.49962,1.9914,1.2971e-05,1.2971e-05,1.2971e-05
47,99.2074,2.12535,4.22205,2.05425,0.04747,0.15068,0.08976,0.05767,2.06221,3.47639,1.97463,1.06148e-05,1.06148e-05,1.06148e-05
48,101.172,2.14522,4.2435,2.03219,0.04613,0.15549,0.08894,0.05785,2.04739,3.45698,1.96115,8.2586e-06,8.2586e-06,8.2586e-06
49,103.218,2.12487,4.16268,2.00927,0.04493,0.16631,0.08994,0.05911,2.03355,3.44778,1.95261,5.9024e-06,5.9024e-06,5.9024e-06
50,105.242,2.13361,4.15621,2.0058,0.04466,0.16918,0.09081,0.06073,2.02784,3.43742,1.95227,3.5462e-06,3.5462e-06,3.5462e-06
