epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,70.6602,0.90703,0.7996,1.06672,0.86307,0.78188,0.85903,0.69057,0.81376,0.61557,0.97033,7.42322e-05,7.42322e-05,7.42322e-05
40,72.3087,0.92522,0.83622,1.09627,0.86986,0.78278,0.86277,0.69774,0.81115,0.61465,0.9692,7.30541e-05,7.30541e-05,7.30541e-05
41,74.1958,0.93759,0.81711,1.07598,0.86815,0.7777,0.85456,0.70195,0.80699,0.61442,0.96719,7.1876e-05,7.1876e-05,7.1876e-05
42,76.1745,0.90732,0.78734,1.06544,0.86213,0.77721,0.85508,0.70086,0.8019,0.6118,0.96454,7.06979e-05,7.06979e-05,7.06979e-05
43,77.9286,0.92112,0.80773,1.08272,0.86637,0.77806,0.85952,0.70182,0.79487,0.60419,0.9607,6.95198e-05,6.95198e-05,6.95198e-05
44,79.8077,0.88082,0.77107,1.04906,0.88587,0.78163,0.86405,0.70448,0.78959,0.59797,0.95847,6.83417e-05,6.83417e-05,6.83417e-05
45,81.4503,0.8968,0.76933,1.07197,0.87923,0.78106,0.86355,0.70878,0.78489,0.5891,0.95567,6.71636e-05,6.71636e-05,6.71636e-05
46,83.1305,0.8744,0.73248,1.03242,0.88353,0.77987,0.86319,0.70911,0.78189,0.58302,0.95371,6.59855e-05,6.59855e-05,6.59855e-05
47,84.9073,0.87578,0.76765,1.06994,0.88588,0.78105,0.86384,0.71387,0.77741,0.57992,0.95254,6.48074e-05,6.48074e-05,6.48074e-05
48,86.6315,0.90379,0.77526,1.05919,0.8838,0.78588,0.86634,0.71367,0.77621,0.57859,0.95218,6.36293e-05,6.36293e-05,6.36293e-05
49,88.2832,0.87107,0.7526,1.05729,0.85094,0.80279,0.86778,0.71196,0.77753,0.58205,0.95206,6.24512e-05,6.24512e-05,6.24512e-05
50,89.7605,0.89456,0.77326,1.05882,0.84939,0.799,0.87056,0.71341,0.77809,0.58457,0.9519,6.12731e-05,6.12731e-05,6.12731e-05
51,91.398,0.89306,0.7496,1.0577,0.8147,0.8248,0.87016,0.71312,0.77651,0.58189,0.95081,6.0095e-05,6.0095e-05,6.0095e-05
52,93.0761,0.89724,0.75408,1.06299,0.90944,0.76768,0.87012,0.71537,0.77659,0.57715,0.95083,5.89169e-05,5.89169e-05,5.89169e-05
53,94.9452,0.902,0.77367,1.07315,0.83899,0.81751,0.86845,0.71479,0.77424,0.57027,0.9496,5.77388e-05,5.77388e-05,5.77388e-05
