epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,1624.23,1.57771,1.33266,1.16574,0.72355,0.59349,0.66142,0.45042,1.73945,1.22709,1.10665,0.00703,0.00703,0.00703
17,1725.54,1.57046,1.31629,1.15777,0.70207,0.63456,0.67431,0.459,1.73526,1.19422,1.10616,0.006832,0.006832,0.006832
18,1824.28,1.55527,1.30458,1.15608,0.74234,0.60142,0.6783,0.46226,1.73376,1.18121,1.10793,0.006634,0.006634,0.006634
19,1924.41,1.55139,1.28725,1.15213,0.70568,0.6357,0.68226,0.46747,1.7246,1.17635,1.10215,0.006436,0.006436,0.006436
20,2024.94,1.53622,1.2731,1.15006,0.75732,0.60714,0.68996,0.47681,1.69957,1.1708,1.09443,0.006238,0.006238,0.006238
21,2121.07,1.54069,1.2687,1.14572,0.7003,0.63334,0.69073,0.47877,1.70207,1.1558,1.08947,0.00604,0.00604,0.00604
22,2219.7,1.52823,1.25902,1.14533,0.74325,0.61106,0.68845,0.47876,1.6875,1.15363,1.08515,0.005842,0.005842,0.005842
23,2315.75,1.51576,1.2429,1.14387,0.7384,0.63489,0.69349,0.48078,1.68366,1.14333,1.0797,0.005644,0.005644,0.005644
24,2413.23,1.50937,1.23678,1.13803,0.73589,0.63366,0.6974,0.48337,1.67171,1.12824,1.07798,0.005446,0.005446,0.005446
25,2507.36,1.50218,1.21885,1.13713,0.7431,0.63608,0.69701,0.49011,1.66597,1.12083,1.07424,0.005248,0.005248,0.005248
26,2607.75,1.49171,1.20772,1.13218,0.71426,0.64955,0.70442,0.4908,1.66185,1.1041,1.07394,0.00505,0.00505,0.00505
27,2703.29,1.47298,1.19455,1.12682,0.75998,0.63917,0.70464,0.4952,1.65022,1.0986,1.0689,0.004852,0.004852,0.004852
28,2801.26,1.4832,1.18529,1.13189,0.74048,0.66213,0.72119,0.50592,1.64783,1.08781,1.06656,0.004654,0.004654,0.004654
29,2898.49,1.47733,1.17365,1.12322,0.73809,0.67108,0.72296,0.51088,1.63342,1.07662,1.0628,0.004456,0.004456,0.004456
30,2995.99,1.46243,1.15878,1.11962,0.75989,0.65515,0.72902,0.5135,1.62485,1.07118,1.05677,0.004258,0.004258,0.004258
31,3095.25,1.45683,1.14564,1.11328,0.75187,0.66254,0.72556,0.51307,1.62311,1.07103,1.05604,0.00406,0.00406,0.00406
32,3192.92,1.44878,1.14668,1.11714,0.74748,0.66601,0.7205,0.50962,1.61291,1.0695,1.05288,0.003862,0.003862,0.003862
33,3294.31,1.44951,1.13987,1.11434,0.74609,0.67243,0.72867,0.5149,1.60115,1.05446,1.04889,0.003664,0.003664,0.003664
34,3392.86,1.43863,1.1193,1.10918,0.75145,0.67795,0.7305,0.51631,1.59943,1.05418,1.04891,0.003466,0.003466,0.003466
35,3490.15,1.43198,1.11264,1.10512,0.75484,0.66221,0.73106,0.51755,1.59955,1.0504,1.04917,0.003268,0.003268,0.003268
36,3586.66,1.42965,1.11085,1.10366,0.75236,0.6667,0.73557,0.52399,1.58889,1.04193,1.04575,0.00307,0.00307,0.00307
37,3681.43,1.41624,1.09629,1.10252,0.77231,0.66406,0.73934,0.52543,1.58165,1.03308,1.04289,0.002872,0.002872,0.002872
38,3777.12,1.41558,1.08508,1.09776,0.77148,0.66879,0.744,0.53157,1.57559,1.02971,1.03968,0.002674,0.002674,0.002674
39,3874.18,1.40467,1.07744,1.09689,0.77707,0.67654,0.74553,0.53396,1.56797,1.0192,1.03766,0.002476,0.002476,0.002476
40,3972.44,1.40199,1.07085,1.09522,0.77597,0.67898,0.74343,0.53251,1.56114,1.01628,1.03466,0.002278,0.002278,0.002278
41,4071.32,1.41755,0.93154,1.06469,0.7837,0.68176,0.74559,0.53299,1.55597,1.01627,1.03255,0.00208,0.00208,0.00208
42,4174.69,1.39054,0.90025,1.05464,0.78451,0.67576,0.74982,0.53842,1.54968,1.00749,1.03026,0.001882,0.001882,0.001882
43,4277.94,1.37157,0.87881,1.04742,0.77542,0.68846,0.7538,0.54309,1.54203,0.99491,1.02847,0.001684,0.001684,0.001684
44,4376.48,1.36335,0.87463,1.04224,0.77728,0.69352,0.75395,0.54359,1.53958,0.99118,1.02733,0.001486,0.001486,0.001486
45,4474.9,1.35198,0.85652,1.03853,0.77394,0.69641,0.75451,0.54562,1.53696,0.98596,1.02481,0.001288,0.001288,0.001288
46,4574.52,1.33595,0.85001,1.03359,0.7802,0.6916,0.75491,0.54805,1.53159,0.98357,1.02306,0.00109,0.00109,0.00109
47,4668.61,1.33342,0.83977,1.02994,0.77398,0.69722,0.75643,0.54798,1.52872,0.97987,1.0221,0.000892,0.000892,0.000892
48,4766.47,1.31588,0.8238,1.02225,0.77015,0.70169,0.75979,0.54958,1.52678,0.97658,1.02072,0.000694,0.000694,0.000694
49,4864.87,1.30554,0.81653,1.02417,0.77339,0.70193,0.7598,0.55023,1.5251,0.97451,1.02018,0.000496,0.000496,0.000496
50,4959.3,1.30055,0.81435,1.02277,0.7799,0.69895,0.76032,0.5497,1.52195,0.97279,1.01935,0.000298,0.000298,0.000298
